"","year","month","HourlySeaLevelPressure"
"159","2009","01",101817.02
"160","2009","01",101715.44
"161","2009","01",101749.3
"162","2009","01",101749.3
"163","2009","01",101783.16
"164","2009","01",101850.88
"165","2009","01",101681.58
"166","2009","01",101850.88
"167","2009","01",101715.44
"168","2009","01",101715.44
"169","2009","01",101681.58
"170","2009","01",101681.58
"171","2009","01",101681.58
"172","2009","01",101613.86
"173","2009","01",101681.58
"174","2009","01",101783.16
"175","2009","01",101884.74
"176","2009","01",101952.46
"177","2009","01",101986.32
"178","2009","01",102020.18
"179","2009","01",102020.18
"180","2009","01",102020.18
"181","2009","01",102054.04
"182","2009","01",101580
"183","2009","01",102054.04
"184","2009","01",102020.18
"185","2009","01",102020.18
"186","2009","01",102054.04
"187","2009","01",102054.04
"188","2009","01",102121.76
"189","2009","01",102324.92
"190","2009","01",102358.78
"191","2009","01",102460.36
"192","2009","01",102494.22
"193","2009","01",102528.08
"194","2009","01",102392.64
"195","2009","01",102291.06
"196","2009","01",102324.92
"197","2009","01",102291.06
"198","2009","01",102358.78
"199","2009","01",102426.5
"200","2009","01",102494.22
"201","2009","01",102528.08
"202","2009","01",102595.8
"203","2009","01",102595.8
"204","2009","01",102595.8
"205","2009","01",102663.52
"206","2009","01",102561.94
"207","2009","01",101580
"208","2009","01",102561.94
"209","2009","01",102595.8
"210","2009","01",102561.94
"211","2009","01",102663.52
"212","2009","01",102765.1
"213","2009","01",102832.82
"214","2009","01",102765.1
"215","2009","01",102900.54
"216","2009","01",102900.54
"217","2009","01",102832.82
"218","2009","01",102663.52
"219","2009","01",102494.22
"220","2009","01",102528.08
"221","2009","01",102392.64
"222","2009","01",102358.78
"223","2009","01",102494.22
"224","2009","01",102561.94
"225","2009","01",102663.52
"226","2009","01",102663.52
"227","2009","01",102629.66
"228","2009","01",102595.8
"229","2009","01",102460.36
"230","2009","01",102324.92
"231","2009","01",102189.48
"232","2009","01",101580
"233","2009","01",102121.76
"234","2009","01",102054.04
"235","2009","01",101952.46
"236","2009","01",101986.32
"237","2009","01",101952.46
"238","2009","01",101918.6
"239","2009","01",101884.74
"240","2009","01",101918.6
"241","2009","01",101850.88
"242","2009","01",101817.02
"243","2009","01",101783.16
"244","2009","01",101715.44
"245","2009","01",101647.72
"246","2009","01",101749.3
"247","2009","01",101749.3
"248","2009","01",101918.6
"249","2009","01",101952.46
"250","2009","01",102087.9
"251","2009","01",102223.34
"252","2009","01",102257.2
"253","2009","01",102324.92
"254","2009","01",102426.5
"255","2009","01",102426.5
"256","2009","01",102426.5
"257","2009","01",101580
"258","2009","01",102494.22
"259","2009","01",102629.66
"260","2009","01",102629.66
"261","2009","01",102697.38
"262","2009","01",102832.82
"263","2009","01",102968.26
"264","2009","01",103171.42
"265","2009","01",103273
"266","2009","01",103374.58
"267","2009","01",103273
"268","2009","01",103137.56
"269","2009","01",103002.12
"270","2009","01",102900.54
"271","2009","01",102934.4
"272","2009","01",103069.84
"273","2009","01",103137.56
"274","2009","01",103374.58
"275","2009","01",103611.6
"276","2009","01",103713.18
"277","2009","01",103780.9
"278","2009","01",103848.62
"279","2009","01",103780.9
"280","2009","01",103848.62
"281","2009","01",103679.32
"282","2009","01",101580
"283","2009","01",103645.46
"284","2009","01",103645.46
"285","2009","01",103780.9
"286","2009","01",103950.2
"287","2009","01",103984.06
"288","2009","01",104085.64
"289","2009","01",104153.36
"290","2009","01",104322.66
"291","2009","01",104322.66
"292","2009","01",104288.8
"293","2009","01",104085.64
"294","2009","01",103848.62
"295","2009","01",103814.76
"296","2009","01",103848.62
"297","2009","01",103882.48
"298","2009","01",103984.06
"299","2009","01",104051.78
"300","2009","01",104153.36
"301","2009","01",104288.8
"302","2009","01",104424.24
"303","2009","01",104356.52
"304","2009","01",104254.94
"305","2009","01",104153.36
"306","2009","01",103984.06
"307","2009","01",101580
"308","2009","01",103984.06
"309","2009","01",104017.92
"310","2009","01",104051.78
"311","2009","01",104119.5
"312","2009","01",104288.8
"313","2009","01",104288.8
"314","2009","01",104356.52
"315","2009","01",104356.52
"316","2009","01",104356.52
"317","2009","01",104221.08
"318","2009","01",104051.78
"319","2009","01",103848.62
"320","2009","01",103679.32
"321","2009","01",103611.6
"322","2009","01",103543.88
"323","2009","01",103577.74
"324","2009","01",103679.32
"325","2009","01",103780.9
"326","2009","01",103950.2
"327","2009","01",103882.48
"328","2009","01",103814.76
"329","2009","01",103814.76
"330","2009","01",103645.46
"331","2009","01",103442.3
"332","2009","01",101580
"333","2009","01",103340.72
"334","2009","01",103306.86
"335","2009","01",103340.72
"336","2009","01",103340.72
"337","2009","01",103476.16
"338","2009","01",103510.02
"339","2009","01",103611.6
"340","2009","01",103679.32
"341","2009","01",103679.32
"342","2009","01",103611.6
"343","2009","01",103645.46
"344","2009","01",103442.3
"345","2009","01",103374.58
"346","2009","01",103374.58
"347","2009","01",103374.58
"348","2009","01",103273
"349","2009","01",103442.3
"350","2009","01",103577.74
"351","2009","01",103713.18
"352","2009","01",103747.04
"353","2009","01",103645.46
"354","2009","01",103476.16
"355","2009","01",103543.88
"356","2009","01",103543.88
"357","2009","01",101580
"358","2009","01",103442.3
"359","2009","01",103510.02
"360","2009","01",103543.88
"361","2009","01",103510.02
"362","2009","01",103611.6
"363","2009","01",103713.18
"364","2009","01",103747.04
"365","2009","01",103780.9
"366","2009","01",103747.04
"367","2009","01",103679.32
"368","2009","01",103543.88
"369","2009","01",103442.3
"370","2009","01",103205.28
"371","2009","01",103239.14
"372","2009","01",103306.86
"373","2009","01",103374.58
"374","2009","01",103442.3
"375","2009","01",103577.74
"376","2009","01",103679.32
"377","2009","01",103713.18
"378","2009","01",103713.18
"379","2009","01",103577.74
"380","2009","01",103510.02
"381","2009","01",103442.3
"382","2009","01",101580
"383","2009","01",103340.72
"384","2009","01",103306.86
"385","2009","01",103306.86
"386","2009","01",103408.44
"387","2009","01",103442.3
"388","2009","01",103611.6
"389","2009","01",103611.6
"390","2009","01",103679.32
"391","2009","01",103645.46
"392","2009","01",103510.02
"393","2009","01",103374.58
"394","2009","01",103273
"395","2009","01",103103.7
"396","2009","01",103069.84
"397","2009","01",103137.56
"398","2009","01",103239.14
"399","2009","01",103239.14
"400","2009","01",103408.44
"401","2009","01",103476.16
"402","2009","01",103476.16
"403","2009","01",103442.3
"404","2009","01",103340.72
"405","2009","01",103273
"406","2009","01",103171.42
"407","2009","01",101580
"408","2009","01",103069.84
"409","2009","01",103137.56
"410","2009","01",103171.42
"411","2009","01",103205.28
"412","2009","01",103273
"413","2009","01",103340.72
"414","2009","01",103408.44
"415","2009","01",103442.3
"416","2009","01",103408.44
"417","2009","01",103340.72
"418","2009","01",103205.28
"419","2009","01",103002.12
"420","2009","01",102934.4
"421","2009","01",102934.4
"422","2009","01",102900.54
"423","2009","01",102968.26
"424","2009","01",103002.12
"425","2009","01",103103.7
"426","2009","01",103239.14
"427","2009","01",103340.72
"428","2009","01",103374.58
"429","2009","01",103171.42
"430","2009","01",103137.56
"431","2009","01",103103.7
"432","2009","01",101580
"433","2009","01",103069.84
"434","2009","01",103137.56
"435","2009","01",103137.56
"436","2009","01",103137.56
"437","2009","01",103137.56
"438","2009","01",103239.14
"439","2009","01",103374.58
"440","2009","01",103577.74
"441","2009","01",103645.46
"442","2009","01",103510.02
"443","2009","01",103374.58
"444","2009","01",103239.14
"445","2009","01",103103.7
"446","2009","01",103035.98
"447","2009","01",103035.98
"448","2009","01",103171.42
"449","2009","01",103239.14
"450","2009","01",103374.58
"451","2009","01",103442.3
"452","2009","01",103476.16
"453","2009","01",103510.02
"454","2009","01",103374.58
"455","2009","01",103306.86
"456","2009","01",103239.14
"457","2009","01",101580
"458","2009","01",103239.14
"459","2009","01",103171.42
"460","2009","01",103171.42
"461","2009","01",103205.28
"462","2009","01",103273
"463","2009","01",103306.86
"464","2009","01",103374.58
"465","2009","01",103374.58
"466","2009","01",103408.44
"467","2009","01",103239.14
"468","2009","01",103103.7
"469","2009","01",102968.26
"470","2009","01",102866.68
"471","2009","01",102765.1
"472","2009","01",102765.1
"473","2009","01",102832.82
"474","2009","01",102934.4
"475","2009","01",103103.7
"476","2009","01",103205.28
"477","2009","01",103273
"478","2009","01",103273
"479","2009","01",103205.28
"480","2009","01",103171.42
"481","2009","01",103137.56
"482","2009","01",101580
"483","2009","01",103137.56
"484","2009","01",103137.56
"485","2009","01",103137.56
"486","2009","01",103239.14
"487","2009","01",103340.72
"488","2009","01",103442.3
"489","2009","01",103543.88
"490","2009","01",103611.6
"491","2009","01",103577.74
"492","2009","01",103476.16
"493","2009","01",103408.44
"494","2009","01",103306.86
"495","2009","01",103239.14
"496","2009","01",103205.28
"497","2009","01",103205.28
"498","2009","01",103273
"499","2009","01",103374.58
"500","2009","01",103543.88
"501","2009","01",103577.74
"502","2009","01",103713.18
"503","2009","01",103577.74
"504","2009","01",103442.3
"505","2009","01",103340.72
"506","2009","01",103273
"507","2009","01",101580
"508","2009","01",103306.86
"509","2009","01",103306.86
"510","2009","01",103239.14
"511","2009","01",103273
"512","2009","01",103374.58
"513","2009","01",103374.58
"514","2009","01",103442.3
"515","2009","01",103543.88
"516","2009","01",103476.16
"517","2009","01",103306.86
"518","2009","01",103239.14
"519","2009","01",103002.12
"520","2009","01",102900.54
"521","2009","01",102866.68
"522","2009","01",102866.68
"523","2009","01",102832.82
"524","2009","01",102934.4
"525","2009","01",103002.12
"526","2009","01",103069.84
"527","2009","01",103137.56
"528","2009","01",103069.84
"529","2009","01",102968.26
"530","2009","01",102934.4
"531","2009","01",102832.82
"532","2009","01",101580
"533","2009","01",102765.1
"534","2009","01",102765.1
"535","2009","01",102731.24
"536","2009","01",102697.38
"537","2009","01",102765.1
"538","2009","01",102832.82
"539","2009","01",102934.4
"540","2009","01",103035.98
"541","2009","01",103035.98
"542","2009","01",102900.54
"543","2009","01",102697.38
"544","2009","01",102561.94
"545","2009","01",102460.36
"546","2009","01",102358.78
"547","2009","01",102324.92
"548","2009","01",102358.78
"549","2009","01",102426.5
"550","2009","01",102561.94
"551","2009","01",102629.66
"552","2009","01",102697.38
"553","2009","01",102629.66
"554","2009","01",102528.08
"555","2009","01",102460.36
"556","2009","01",102426.5
"557","2009","01",101580
"558","2009","01",102392.64
"559","2009","01",102358.78
"560","2009","01",102358.78
"561","2009","01",102324.92
"562","2009","01",102324.92
"563","2009","01",102358.78
"564","2009","01",102392.64
"565","2009","01",102426.5
"566","2009","01",102392.64
"567","2009","01",102392.64
"568","2009","01",102324.92
"569","2009","01",102155.62
"570","2009","01",102054.04
"571","2009","01",101952.46
"572","2009","01",101884.74
"573","2009","01",101884.74
"574","2009","01",101884.74
"575","2009","01",101918.6
"576","2009","01",101952.46
"577","2009","01",101986.32
"578","2009","01",101580
"579","2009","01",101952.46
"580","2009","01",101580
"581","2009","01",101580
"582","2009","01",101580
"583","2009","01",101580
"584","2009","01",101884.74
"585","2009","01",101580
"586","2009","01",101580
"587","2009","01",101580
"588","2009","01",101817.02
"589","2009","01",101580
"590","2009","01",101580
"591","2009","01",101647.72
"592","2009","01",101580
"593","2009","01",101580
"594","2009","01",101580
"595","2009","01",101580
"596","2009","01",101580
"597","2009","01",101580
"598","2009","01",101546.14
"599","2009","01",101580
"600","2009","01",101580
"601","2009","01",101580
"602","2009","01",101580
"603","2009","01",101512.28
"604","2009","01",101580
"605","2009","01",101580
"606","2009","01",101580
"607","2009","01",101478.42
"608","2009","01",101580
"609","2009","01",101580
"610","2009","01",101580
"611","2009","01",101580
"612","2009","01",101478.42
"613","2009","01",101580
"614","2009","01",101580
"615","2009","01",101580
"616","2009","01",101580
"617","2009","01",101512.28
"618","2009","01",101580
"619","2009","01",101580
"620","2009","01",101580
"621","2009","01",101580
"622","2009","01",101580
"623","2009","01",101478.42
"624","2009","01",101580
"625","2009","01",101580
"626","2009","01",101580
"627","2009","01",101580
"628","2009","01",101580
"629","2009","01",101546.14
"630","2009","01",101580
"631","2009","01",101580
"632","2009","01",101580
"633","2009","01",101580
"634","2009","01",101580
"635","2009","01",101613.86
"636","2009","01",101580
"637","2009","01",101580
"638","2009","01",101580
"639","2009","01",101580
"640","2009","01",101580
"641","2009","01",101580
"642","2009","01",101580
"643","2009","01",101580
"644","2009","01",101647.72
"645","2009","01",101580
"646","2009","01",101580
"647","2009","01",101580
"648","2009","01",101580
"649","2009","01",101580
"650","2009","01",101580
"651","2009","01",101580
"652","2009","01",101580
"653","2009","01",101580
"654","2009","01",101580
"655","2009","01",101580
"656","2009","01",101444.56
"657","2009","01",101580
"658","2009","01",101580
"659","2009","01",101580
"660","2009","01",101580
"661","2009","01",101580
"662","2009","01",101580
"663","2009","01",101342.98
"664","2009","01",101580
"665","2009","01",101580
"666","2009","01",101580
"667","2009","01",101580
"668","2009","01",101444.56
"669","2009","01",101580
"670","2009","01",101580
"671","2009","01",101580
"672","2009","01",101444.56
"673","2009","01",101580
"674","2009","01",101444.56
"675","2009","01",101580
"676","2009","01",101580
"677","2009","01",101580
"678","2009","01",101478.42
"679","2009","01",101580
"680","2009","01",101580
"681","2009","01",101580
"682","2009","01",101580
"683","2009","01",101580
"684","2009","01",101512.28
"685","2009","01",101580
"686","2009","01",101580
"687","2009","01",101580
"688","2009","01",101613.86
"689","2009","01",101580
"690","2009","01",101580
"691","2009","01",101580
"692","2009","01",101580
"693","2009","01",101681.58
"694","2009","01",101580
"695","2009","01",101580
"696","2009","01",101580
"697","2009","01",101580
"698","2009","01",101681.58
"699","2009","01",101580
"700","2009","01",101580
"701","2009","01",101580
"702","2009","01",101580
"703","2009","01",101681.58
"704","2009","01",101580
"705","2009","01",101580
"706","2009","01",101580
"707","2009","01",101681.58
"708","2009","01",101580
"709","2009","01",101580
"710","2009","01",101580
"711","2009","01",101681.58
"712","2009","01",101580
"713","2009","01",101580
"714","2009","01",101580
"715","2009","01",101580
"716","2009","01",101580
"717","2009","01",101681.58
"718","2009","01",101580
"719","2009","01",101580
"720","2009","01",101580
"721","2009","01",101580
"722","2009","01",101580
"723","2009","01",101580
"724","2009","01",101580
"725","2009","01",101647.72
"726","2009","01",101580
"727","2009","01",101580
"728","2009","01",101580
"729","2009","01",101580
"730","2009","01",101647.72
"731","2009","01",101580
"732","2009","01",101580
"733","2009","01",101580
"734","2009","01",101580
"735","2009","01",101580
"736","2009","01",101580
"737","2009","01",101580
"738","2009","01",101580
"739","2009","01",101715.44
"740","2009","01",101580
"741","2009","01",101580
"742","2009","01",101580
"743","2009","01",101580
"744","2009","01",101580
"745","2009","01",101580
"746","2009","01",101749.3
"747","2009","01",101580
"748","2009","01",101580
"749","2009","01",101580
"750","2009","01",101580
"751","2009","01",101850.88
"752","2009","01",101850.88
"753","2009","01",101580
"754","2009","01",101580
"755","2009","01",101884.74
"756","2009","01",101580
"757","2009","01",101580
"758","2009","01",101580
"759","2009","01",101783.16
"760","2009","01",101715.44
"761","2009","01",101580
"762","2009","01",101580
"763","2009","01",101749.3
"764","2009","01",101580
"765","2009","01",101580
"766","2009","01",101580
"767","2009","01",101580
"768","2009","01",101749.3
"769","2009","01",101580
"770","2009","01",101580
"771","2009","01",101580
"772","2009","01",101783.16
"773","2009","01",101580
"774","2009","01",101580
"775","2009","01",101580
"776","2009","01",101580
"777","2009","01",101817.02
"778","2009","01",101580
"779","2009","01",101580
"780","2009","01",101850.88
"781","2009","01",101580
"782","2009","01",101580
"783","2009","01",101580
"784","2009","01",101580
"785","2009","01",101817.02
"786","2009","01",101580
"787","2009","01",101580
"788","2009","01",101580
"789","2009","01",101580
"790","2009","01",101884.74
"791","2009","01",101580
"792","2009","01",101580
"793","2009","01",101580
"794","2009","01",101580
"795","2009","01",101580
"796","2009","01",101884.74
"797","2009","01",101580
"798","2009","01",101580
"799","2009","01",101580
"800","2009","01",101580
"801","2009","01",101580
"802","2009","01",101580
"803","2009","01",101850.88
"804","2009","01",101580
"805","2009","01",101580
"806","2009","01",101580
"807","2009","01",101817.02
"808","2009","01",101580
"809","2009","01",101580
"810","2009","01",101580
"811","2009","01",101580
"812","2009","01",101850.88
"813","2009","01",101580
"814","2009","01",101749.3
"815","2009","01",101580
"816","2009","01",101749.3
"817","2009","01",101580
"818","2009","01",101783.16
"819","2009","01",101580
"820","2009","01",101783.16
"821","2009","01",101580
"822","2009","01",101580
"823","2009","01",101749.3
"824","2009","01",101580
"825","2009","01",101580
"826","2009","01",101749.3
"827","2009","01",101715.44
"828","2009","01",101715.44
"829","2009","01",101580
"830","2009","01",101580
"831","2009","01",101715.44
"832","2009","01",101715.44
"833","2009","01",101580
"834","2009","01",101783.16
"835","2009","01",101783.16
"836","2009","01",101647.72
"837","2009","01",101580
"838","2009","01",101546.14
"839","2009","01",101580
"840","2009","01",101580
"841","2009","01",101444.56
"842","2009","01",101580
"843","2009","01",101580
"844","2009","01",101580
"845","2009","01",101478.42
"846","2009","01",101580
"847","2009","01",101444.56
"848","2009","01",101410.7
"849","2009","01",101580
"850","2009","01",101444.56
"851","2009","01",101444.56
"852","2009","01",101580
"853","2009","01",101444.56
"854","2009","01",101580
"855","2009","01",101580
"856","2009","01",101580
"857","2009","01",101580
"858","2009","01",101580
"859","2009","01",101376.84
"860","2009","01",101580
"861","2009","01",101580
"862","2009","01",101580
"863","2009","01",101580
"864","2009","01",101376.84
"865","2009","01",101580
"866","2009","01",101580
"867","2009","01",101580
"868","2009","01",101342.98
"869","2009","01",101580
"870","2009","01",101580
"871","2009","01",101580
"872","2009","01",101580
"873","2009","01",101580
"874","2009","01",101275.26
"875","2009","01",101580
"876","2009","01",101580
"877","2009","01",101580
"878","2009","01",101241.4
"879","2009","01",101241.4
"880","2009","01",101580
"881","2009","01",101207.54
"882","2009","01",101580
"883","2009","01",101072.1
"884","2009","01",101580
"885","2009","01",101139.82
"886","2009","01",101139.82
"887","2009","01",101580
"888","2009","01",101580
"889","2009","01",101072.1
"890","2009","01",101580
"891","2009","01",101580
"892","2009","01",101580
"893","2009","01",101139.82
"894","2009","01",101580
"895","2009","01",101580
"896","2009","01",101580
"897","2009","01",101105.96
"898","2009","01",101580
"899","2009","01",101580
"900","2009","01",101580
"901","2009","01",101105.96
"902","2009","01",101580
"903","2009","01",101105.96
"904","2009","01",101580
"905","2009","01",101580
"906","2009","01",101580
"907","2009","01",101580
"908","2009","01",101004.38
"909","2009","01",101580
"910","2009","01",101580
"911","2009","01",101580
"912","2009","01",101580
"913","2009","01",101580
"914","2009","01",100902.8
"915","2009","01",100902.8
"916","2009","01",100902.8
"917","2009","01",100902.8
"918","2009","01",101580
"919","2009","01",101580
"920","2009","01",100970.52
"921","2009","01",101004.38
"922","2009","01",101580
"923","2009","01",101580
"924","2009","01",101580
"925","2009","01",101038.24
"926","2009","01",101072.1
"927","2009","01",101580
"928","2009","01",101580
"929","2009","01",101580
"930","2009","01",101580
"931","2009","01",101105.96
"932","2009","01",101580
"933","2009","01",101580
"934","2009","01",101580
"935","2009","01",101580
"936","2009","01",101580
"937","2009","01",101580
"938","2009","01",101072.1
"939","2009","01",101580
"940","2009","01",101580
"941","2009","01",101580
"942","2009","01",101580
"943","2009","01",101105.96
"944","2009","01",101580
"945","2009","01",101105.96
"946","2009","01",101580
"947","2009","01",101105.96
"948","2009","01",101139.82
"949","2009","01",101173.68
"950","2009","01",101173.68
"951","2009","01",101580
"952","2009","01",101580
"953","2009","01",101173.68
"954","2009","01",101580
"955","2009","01",101207.54
"956","2009","01",101580
"957","2009","01",101580
"958","2009","01",101309.12
"959","2009","01",101444.56
"960","2009","01",101546.14
"961","2009","01",101512.28
"962","2009","01",101512.28
"963","2009","01",101580
"964","2009","01",101580
"965","2009","01",101512.28
"966","2009","01",101580
"967","2009","01",101580
"968","2009","01",101512.28
"969","2009","01",101478.42
"970","2009","01",101613.86
"971","2009","01",101715.44
"972","2009","01",101817.02
"973","2009","01",101986.32
"974","2009","01",102189.48
"975","2009","01",102223.34
"976","2009","01",101580
"977","2009","01",102358.78
"978","2009","01",101580
"979","2009","01",102392.64
"980","2009","01",102494.22
"981","2009","01",102629.66
"982","2009","01",101580
"983","2009","01",102731.24
"984","2009","01",102832.82
"985","2009","01",102968.26
"986","2009","01",103069.84
"987","2009","01",103205.28
"988","2009","01",103205.28
"989","2009","01",103442.3
"990","2009","01",103713.18
"991","2009","01",103476.16
"992","2009","01",103408.44
"993","2009","01",103306.86
"994","2009","01",103239.14
"995","2009","01",103239.14
"996","2009","01",103273
"997","2009","01",103273
"998","2009","01",103374.58
"999","2009","01",103510.02
"1000","2009","01",103577.74
"1001","2009","01",103679.32
"1002","2009","01",103780.9
"1003","2009","01",103577.74
"1004","2009","01",103408.44
"1005","2009","01",103273
"1006","2009","01",103239.14
"1007","2009","01",101580
"1008","2009","01",103205.28
"1009","2009","01",103171.42
"1010","2009","01",103205.28
"1011","2009","01",103239.14
"1012","2009","01",103273
"1013","2009","01",103374.58
"1014","2009","01",103408.44
"1015","2009","01",103442.3
"1016","2009","01",103340.72
"1017","2009","01",103205.28
"1018","2009","01",103069.84
"1019","2009","01",102934.4
"1020","2009","01",102900.54
"1021","2009","01",102798.96
"1022","2009","01",102765.1
"1023","2009","01",102832.82
"1024","2009","01",102934.4
"1025","2009","01",103103.7
"1026","2009","01",103137.56
"1027","2009","01",103205.28
"1028","2009","01",103103.7
"1029","2009","01",103069.84
"1030","2009","01",103035.98
"1031","2009","01",102968.26
"1032","2009","01",101580
"1033","2009","01",103002.12
"1034","2009","01",103069.84
"1035","2009","01",103069.84
"1036","2009","01",103171.42
"1037","2009","01",103306.86
"1038","2009","01",103543.88
"1039","2009","01",103543.88
"1040","2009","01",103679.32
"1041","2009","01",103645.46
"1042","2009","01",103577.74
"1043","2009","01",103510.02
"1044","2009","01",103374.58
"1045","2009","01",103239.14
"1046","2009","01",103239.14
"1047","2009","01",103273
"1048","2009","01",103273
"1049","2009","01",103442.3
"1050","2009","01",103611.6
"1051","2009","01",103679.32
"1052","2009","01",103780.9
"1053","2009","01",103679.32
"1054","2009","01",103543.88
"1055","2009","01",103408.44
"1056","2009","01",103374.58
"1057","2009","01",101580
"1058","2009","01",103340.72
"1059","2009","01",103374.58
"1060","2009","01",103374.58
"1061","2009","01",103306.86
"1062","2009","01",103408.44
"1063","2009","01",103476.16
"1064","2009","01",103543.88
"1065","2009","01",103577.74
"1066","2009","01",103543.88
"1067","2009","01",103374.58
"1068","2009","01",103171.42
"1069","2009","01",103035.98
"1070","2009","01",102900.54
"1071","2009","01",102832.82
"1072","2009","01",102798.96
"1073","2009","01",102765.1
"1074","2009","01",102934.4
"1075","2009","01",103002.12
"1076","2009","01",103035.98
"1077","2009","01",103103.7
"1078","2009","01",103002.12
"1079","2009","01",102866.68
"1080","2009","01",102731.24
"1081","2009","01",102663.52
"1082","2009","01",101580
"1083","2009","01",102663.52
"1084","2009","01",102629.66
"1085","2009","01",102629.66
"1086","2009","01",102663.52
"1087","2009","01",102731.24
"1088","2009","01",102765.1
"1089","2009","01",101580
"1090","2009","01",102866.68
"1091","2009","01",101580
"1092","2009","01",102934.4
"1093","2009","01",102832.82
"1094","2009","01",102697.38
"1095","2009","01",102561.94
"1096","2009","01",102494.22
"1097","2009","01",102358.78
"1098","2009","01",102189.48
"1099","2009","01",102189.48
"1100","2009","01",102189.48
"1101","2009","01",102358.78
"1102","2009","01",102426.5
"1103","2009","01",102561.94
"1104","2009","01",102561.94
"1105","2009","01",102494.22
"1106","2009","01",102460.36
"1107","2009","01",102358.78
"1108","2009","01",102257.2
"1109","2009","01",101580
"1110","2009","01",101580
"1111","2009","02",102392.64
"1112","2009","02",102324.92
"1113","2009","02",102324.92
"1114","2009","02",102426.5
"1115","2009","02",102629.66
"1116","2009","02",102731.24
"1117","2009","02",102832.82
"1118","2009","02",103035.98
"1119","2009","02",103002.12
"1120","2009","02",102934.4
"1121","2009","02",102798.96
"1122","2009","02",102731.24
"1123","2009","02",102697.38
"1124","2009","02",102595.8
