DATE,HourlySeaLevelPressure
2009-01-08T23:53:00,30.25
2009-01-08T23:59:00,
2009-01-09T00:53:00,30.27
2009-01-09T01:53:00,30.31
2009-01-09T02:53:00,30.31
2009-01-09T03:53:00,30.33
2009-01-09T04:53:00,30.37
2009-01-09T05:53:00,30.41
2009-01-09T06:53:00,30.47
2009-01-09T07:53:00,30.5
2009-01-09T08:53:00,30.53
2009-01-09T09:53:00,30.5
2009-01-09T10:53:00,30.46
2009-01-09T11:53:00,30.42
2009-01-09T12:53:00,30.39
2009-01-09T13:53:00,30.4
2009-01-09T14:53:00,30.44
2009-01-09T15:53:00,30.46
2009-01-09T16:53:00,30.53
2009-01-09T17:53:00,30.6
2009-01-09T18:53:00,30.63
2009-01-09T19:53:00,30.65
2009-01-09T20:53:00,30.67
2009-01-09T21:53:00,30.65
2009-01-09T22:53:00,30.67
2009-01-09T23:53:00,30.62
2009-01-09T23:59:00,
2009-01-10T00:53:00,30.61
2009-01-10T01:53:00,30.61
2009-01-10T02:53:00,30.65
2009-01-10T03:53:00,30.7
2009-01-10T04:53:00,30.71
2009-01-10T05:53:00,30.74
2009-01-10T06:53:00,30.76
2009-01-10T07:53:00,30.81
2009-01-10T08:53:00,30.81
2009-01-10T09:53:00,30.8
2009-01-10T10:53:00,30.74
2009-01-10T11:53:00,30.67
2009-01-10T12:53:00,30.66
2009-01-10T13:53:00,30.67
2009-01-10T14:53:00,30.68
2009-01-10T15:53:00,30.71
2009-01-10T16:53:00,30.73
2009-01-10T17:53:00,30.76
2009-01-10T18:53:00,30.8
2009-01-10T19:53:00,30.84
2009-01-10T20:53:00,30.82
2009-01-10T21:53:00,30.79
2009-01-10T22:53:00,30.76
2009-01-10T23:53:00,30.71
2009-01-10T23:59:00,
2009-01-11T00:53:00,30.71
2009-01-11T01:53:00,30.72
2009-01-11T02:53:00,30.73
2009-01-11T03:53:00,30.75
2009-01-11T04:53:00,30.8
2009-01-11T05:53:00,30.8
2009-01-11T06:53:00,30.82
2009-01-11T07:53:00,30.82
2009-01-11T08:53:00,30.82
2009-01-11T09:53:00,30.78
2009-01-11T10:53:00,30.73
2009-01-11T11:53:00,30.67
2009-01-11T12:53:00,30.62
2009-01-11T13:53:00,30.6
2009-01-11T14:53:00,30.58
2009-01-11T15:53:00,30.59
2009-01-11T16:53:00,30.62
2009-01-11T17:53:00,30.65
2009-01-11T18:53:00,30.7
2009-01-11T19:53:00,30.68
2009-01-11T20:53:00,30.66
2009-01-11T21:53:00,30.66
2009-01-11T22:53:00,30.61
2009-01-11T23:53:00,30.55
2009-01-11T23:59:00,
2009-01-12T00:53:00,30.52
2009-01-12T01:53:00,30.51
2009-01-12T02:53:00,30.52
2009-01-12T03:53:00,30.52
2009-01-12T04:53:00,30.56
2009-01-12T05:53:00,30.57
2009-01-12T06:53:00,30.6
2009-01-12T07:53:00,30.62
2009-01-12T08:53:00,30.62
2009-01-12T09:53:00,30.6
2009-01-12T10:53:00,30.61
2009-01-12T11:53:00,30.55
2009-01-12T12:53:00,30.53
2009-01-12T13:53:00,30.53
2009-01-12T14:53:00,30.53
2009-01-12T15:53:00,30.5
2009-01-12T16:53:00,30.55
2009-01-12T17:53:00,30.59
2009-01-12T18:53:00,30.63
2009-01-12T19:53:00,30.64
2009-01-12T20:53:00,30.61
2009-01-12T21:53:00,30.56
2009-01-12T22:53:00,30.58
2009-01-12T23:53:00,30.58
2009-01-12T23:59:00,
2009-01-13T00:53:00,30.55
2009-01-13T01:53:00,30.57
2009-01-13T02:53:00,30.58
2009-01-13T03:53:00,30.57
2009-01-13T04:53:00,30.6
2009-01-13T05:53:00,30.63
2009-01-13T06:53:00,30.64
2009-01-13T07:53:00,30.65
2009-01-13T08:53:00,30.64
2009-01-13T09:53:00,30.62
2009-01-13T10:53:00,30.58
2009-01-13T11:53:00,30.55
2009-01-13T12:53:00,30.48
2009-01-13T13:53:00,30.49
2009-01-13T14:53:00,30.51
2009-01-13T15:53:00,30.53
2009-01-13T16:53:00,30.55
2009-01-13T17:53:00,30.59
2009-01-13T18:53:00,30.62
2009-01-13T19:53:00,30.63
2009-01-13T20:53:00,30.63
2009-01-13T21:53:00,30.59
2009-01-13T22:53:00,30.57
2009-01-13T23:53:00,30.55
2009-01-13T23:59:00,
2009-01-14T00:53:00,30.52
2009-01-14T01:53:00,30.51
2009-01-14T02:53:00,30.51
2009-01-14T03:53:00,30.54
2009-01-14T04:53:00,30.55
2009-01-14T05:53:00,30.6
2009-01-14T06:53:00,30.6
2009-01-14T07:53:00,30.62
2009-01-14T08:53:00,30.61
2009-01-14T09:53:00,30.57
2009-01-14T10:53:00,30.53
2009-01-14T11:53:00,30.5
2009-01-14T12:53:00,30.45
2009-01-14T13:53:00,30.44
2009-01-14T14:53:00,30.46
2009-01-14T15:53:00,30.49
2009-01-14T16:53:00,30.49
2009-01-14T17:53:00,30.54
2009-01-14T18:53:00,30.56
2009-01-14T19:53:00,30.56
2009-01-14T20:53:00,30.55
2009-01-14T21:53:00,30.52
2009-01-14T22:53:00,30.5
2009-01-14T23:53:00,30.47
2009-01-14T23:59:00,
2009-01-15T00:53:00,30.44
2009-01-15T01:53:00,30.46
2009-01-15T02:53:00,30.47
2009-01-15T03:53:00,30.48
2009-01-15T04:53:00,30.5
2009-01-15T05:53:00,30.52
2009-01-15T06:53:00,30.54
2009-01-15T07:53:00,30.55
2009-01-15T08:53:00,30.54
2009-01-15T09:53:00,30.52
2009-01-15T10:53:00,30.48
2009-01-15T11:53:00,30.42
2009-01-15T12:53:00,30.4
2009-01-15T13:53:00,30.4
2009-01-15T14:53:00,30.39
2009-01-15T15:53:00,30.41
2009-01-15T16:53:00,30.42
2009-01-15T17:53:00,30.45
2009-01-15T18:53:00,30.49
2009-01-15T19:53:00,30.52
2009-01-15T20:53:00,30.53
2009-01-15T21:53:00,30.47
2009-01-15T22:53:00,30.46
2009-01-15T23:53:00,30.45
2009-01-15T23:59:00,
2009-01-16T00:53:00,30.44
2009-01-16T01:53:00,30.46
2009-01-16T02:53:00,30.46
2009-01-16T03:53:00,30.46
2009-01-16T04:53:00,30.46
2009-01-16T05:53:00,30.49
2009-01-16T06:53:00,30.53
2009-01-16T07:53:00,30.59
2009-01-16T08:53:00,30.61
2009-01-16T09:53:00,30.57
2009-01-16T10:53:00,30.53
2009-01-16T11:53:00,30.49
2009-01-16T12:53:00,30.45
2009-01-16T13:53:00,30.43
2009-01-16T14:53:00,30.43
2009-01-16T15:53:00,30.47
2009-01-16T16:53:00,30.49
2009-01-16T17:53:00,30.53
2009-01-16T18:53:00,30.55
2009-01-16T19:53:00,30.56
2009-01-16T20:53:00,30.57
2009-01-16T21:53:00,30.53
2009-01-16T22:53:00,30.51
2009-01-16T23:53:00,30.49
2009-01-16T23:59:00,
2009-01-17T00:53:00,30.49
2009-01-17T01:53:00,30.47
2009-01-17T02:53:00,30.47
2009-01-17T03:53:00,30.48
2009-01-17T04:53:00,30.5
2009-01-17T05:53:00,30.51
2009-01-17T06:53:00,30.53
2009-01-17T07:53:00,30.53
2009-01-17T08:53:00,30.54
2009-01-17T09:53:00,30.49
2009-01-17T10:53:00,30.45
2009-01-17T11:53:00,30.41
2009-01-17T12:53:00,30.38
2009-01-17T13:53:00,30.35
2009-01-17T14:53:00,30.35
2009-01-17T15:53:00,30.37
2009-01-17T16:53:00,30.4
2009-01-17T17:53:00,30.45
2009-01-17T18:53:00,30.48
2009-01-17T19:53:00,30.5
2009-01-17T20:53:00,30.5
2009-01-17T21:53:00,30.48
2009-01-17T22:53:00,30.47
2009-01-17T23:53:00,30.46
2009-01-17T23:59:00,
2009-01-18T00:53:00,30.46
2009-01-18T01:53:00,30.46
2009-01-18T02:53:00,30.46
2009-01-18T03:53:00,30.49
2009-01-18T04:53:00,30.52
2009-01-18T05:53:00,30.55
2009-01-18T06:53:00,30.58
2009-01-18T07:53:00,30.6
2009-01-18T08:53:00,30.59
2009-01-18T09:53:00,30.56
2009-01-18T10:53:00,30.54
2009-01-18T11:53:00,30.51
2009-01-18T12:53:00,30.49
2009-01-18T13:53:00,30.48
2009-01-18T14:53:00,30.48
2009-01-18T15:53:00,30.5
2009-01-18T16:53:00,30.53
2009-01-18T17:53:00,30.58
2009-01-18T18:53:00,30.59
2009-01-18T19:53:00,30.63
2009-01-18T20:53:00,30.59
2009-01-18T21:53:00,30.55
2009-01-18T22:53:00,30.52
2009-01-18T23:53:00,30.5
2009-01-18T23:59:00,
2009-01-19T00:53:00,30.51
2009-01-19T01:53:00,30.51
2009-01-19T02:53:00,30.49
2009-01-19T03:53:00,30.5
2009-01-19T04:53:00,30.53
2009-01-19T05:53:00,30.53
2009-01-19T06:53:00,30.55
2009-01-19T07:53:00,30.58
2009-01-19T08:53:00,30.56
2009-01-19T09:53:00,30.51
2009-01-19T10:53:00,30.49
2009-01-19T11:53:00,30.42
2009-01-19T12:53:00,30.39
2009-01-19T13:53:00,30.38
2009-01-19T14:53:00,30.38
2009-01-19T15:53:00,30.37
2009-01-19T16:53:00,30.4
2009-01-19T17:53:00,30.42
2009-01-19T18:53:00,30.44
2009-01-19T19:53:00,30.46
2009-01-19T20:53:00,30.44
2009-01-19T21:53:00,30.41
2009-01-19T22:53:00,30.4
2009-01-19T23:53:00,30.37
2009-01-19T23:59:00,
2009-01-20T00:53:00,30.35
2009-01-20T01:53:00,30.35
2009-01-20T02:53:00,30.34
2009-01-20T03:53:00,30.33
2009-01-20T04:53:00,30.35
2009-01-20T05:53:00,30.37
2009-01-20T06:53:00,30.4
2009-01-20T07:53:00,30.43
2009-01-20T08:53:00,30.43
2009-01-20T09:53:00,30.39
2009-01-20T10:53:00,30.33
2009-01-20T11:53:00,30.29
2009-01-20T12:53:00,30.26
2009-01-20T13:53:00,30.23
2009-01-20T14:53:00,30.22
2009-01-20T15:53:00,30.23
2009-01-20T16:53:00,30.25
2009-01-20T17:53:00,30.29
2009-01-20T18:53:00,30.31
2009-01-20T19:53:00,30.33
2009-01-20T20:53:00,30.31
2009-01-20T21:53:00,30.28
2009-01-20T22:53:00,30.26
2009-01-20T23:53:00,30.25
2009-01-20T23:59:00,
2009-01-21T00:53:00,30.24
2009-01-21T01:53:00,30.23
2009-01-21T02:53:00,30.23
2009-01-21T03:53:00,30.22
2009-01-21T04:53:00,30.22
2009-01-21T05:53:00,30.23
2009-01-21T06:53:00,30.24
2009-01-21T07:53:00,30.25
2009-01-21T08:53:00,30.24
2009-01-21T09:53:00,30.24
2009-01-21T10:53:00,30.22
2009-01-21T11:53:00,30.17
2009-01-21T12:53:00,30.14
2009-01-21T13:53:00,30.11
2009-01-21T14:53:00,30.09
2009-01-21T15:53:00,30.09
2009-01-21T16:53:00,30.09
2009-01-21T17:53:00,30.1
2009-01-21T18:53:00,30.11
2009-01-21T19:53:00,30.12
2009-01-21T20:48:00,
2009-01-21T20:53:00,30.11
2009-01-21T21:03:00,
2009-01-21T21:13:00,
2009-01-21T21:21:00,
2009-01-21T21:36:00,
2009-01-21T21:53:00,30.09
2009-01-21T22:05:00,
2009-01-21T22:16:00,
2009-01-21T22:31:00,
2009-01-21T22:53:00,30.07
2009-01-21T23:02:00,
2009-01-21T23:51:00,
2009-01-21T23:53:00,30.02
2009-01-21T23:59:00,
2009-01-22T00:15:00,
2009-01-22T00:23:00,
2009-01-22T00:37:00,
2009-01-22T00:53:00,30
2009-01-22T01:48:00,
2009-01-22T01:53:00,29.99
2009-01-22T02:10:00,
2009-01-22T02:18:00,
2009-01-22T02:25:00,
2009-01-22T02:34:00,
2009-01-22T02:53:00,29.98
2009-01-22T03:09:00,
2009-01-22T03:33:00,
2009-01-22T03:45:00,
2009-01-22T03:53:00,29.97
2009-01-22T04:18:00,
2009-01-22T04:28:00,
2009-01-22T04:42:00,
2009-01-22T04:51:00,
2009-01-22T04:53:00,29.97
2009-01-22T05:09:00,
2009-01-22T05:32:00,
2009-01-22T05:41:00,
2009-01-22T05:51:00,
2009-01-22T05:53:00,29.98
2009-01-22T06:27:00,
2009-01-22T06:37:00,
2009-01-22T06:44:00,
2009-01-22T06:48:00,
2009-01-22T06:51:00,
2009-01-22T06:53:00,29.97
2009-01-22T07:07:00,
2009-01-22T07:10:00,
2009-01-22T07:30:00,
2009-01-22T07:40:00,
2009-01-22T07:45:00,
2009-01-22T07:53:00,29.99
2009-01-22T07:56:00,
2009-01-22T08:04:00,
2009-01-22T08:21:00,
2009-01-22T08:42:00,
2009-01-22T08:47:00,
2009-01-22T08:53:00,30.01
2009-01-22T08:58:00,
2009-01-22T09:05:00,
2009-01-22T09:14:00,
2009-01-22T09:45:00,
2009-01-22T09:53:00,30
2009-01-22T10:16:00,
2009-01-22T10:29:00,
2009-01-22T10:40:00,
2009-01-22T10:53:00,30.02
2009-01-22T11:01:00,
2009-01-22T11:11:00,
2009-01-22T11:21:00,
2009-01-22T11:28:00,
2009-01-22T11:35:00,
2009-01-22T11:53:00,30
2009-01-22T12:03:00,
2009-01-22T12:12:00,
2009-01-22T12:35:00,
2009-01-22T12:41:00,
2009-01-22T12:51:00,
2009-01-22T12:53:00,29.96
2009-01-22T13:00:00,
2009-01-22T13:05:00,
2009-01-22T13:14:00,
2009-01-22T13:26:00,
2009-01-22T13:36:00,
2009-01-22T13:51:00,
2009-01-22T13:53:00,29.93
2009-01-22T14:01:00,
2009-01-22T14:23:00,
2009-01-22T14:35:00,
2009-01-22T14:48:00,
2009-01-22T14:53:00,29.96
2009-01-22T14:58:00,
2009-01-22T15:05:00,
2009-01-22T15:14:00,
2009-01-22T15:53:00,29.96
2009-01-22T16:51:00,
2009-01-22T16:53:00,29.96
2009-01-22T17:00:00,
2009-01-22T17:08:00,
2009-01-22T17:51:00,
2009-01-22T17:53:00,29.97
2009-01-22T18:05:00,
2009-01-22T18:12:00,
2009-01-22T18:35:00,
2009-01-22T18:39:00,
2009-01-22T18:51:00,
2009-01-22T18:53:00,29.98
2009-01-22T19:51:00,
2009-01-22T19:53:00,30
2009-01-22T20:01:00,
2009-01-22T20:53:00,30.01
2009-01-22T21:12:00,
2009-01-22T21:21:00,
2009-01-22T21:26:00,
2009-01-22T21:39:00,
2009-01-22T21:53:00,30.03
2009-01-22T22:40:00,
2009-01-22T22:45:00,
2009-01-22T22:49:00,
2009-01-22T22:51:00,
2009-01-22T22:53:00,30.03
2009-01-22T23:09:00,
2009-01-22T23:20:00,
2009-01-22T23:26:00,
2009-01-22T23:40:00,
2009-01-22T23:53:00,30.03
2009-01-22T23:59:00,
2009-01-23T00:41:00,
2009-01-23T00:51:00,
2009-01-23T00:53:00,30.03
2009-01-23T01:38:00,
2009-01-23T01:50:00,
2009-01-23T01:51:00,
2009-01-23T01:53:00,30.03
2009-01-23T02:00:00,
2009-01-23T02:16:00,
2009-01-23T02:21:00,
2009-01-23T02:41:00,
2009-01-23T02:51:00,
2009-01-23T02:53:00,30.03
2009-01-23T03:01:00,
2009-01-23T03:09:00,
2009-01-23T03:23:00,
2009-01-23T03:28:00,
2009-01-23T03:36:00,
2009-01-23T03:38:00,
2009-01-23T03:46:00,
2009-01-23T03:53:00,30.02
2009-01-23T04:01:00,
2009-01-23T04:07:00,
2009-01-23T04:23:00,
2009-01-23T04:40:00,
2009-01-23T04:53:00,30.02
2009-01-23T04:56:00,
2009-01-23T05:09:00,
2009-01-23T05:13:00,
2009-01-23T05:18:00,
2009-01-23T05:20:00,
2009-01-23T05:29:00,
2009-01-23T05:36:00,
2009-01-23T05:43:00,
2009-01-23T05:53:00,30.04
2009-01-23T06:03:00,
2009-01-23T06:10:00,
2009-01-23T06:21:00,
2009-01-23T06:41:00,
2009-01-23T06:49:00,
2009-01-23T06:51:00,
2009-01-23T06:53:00,30.05
2009-01-23T07:01:00,
2009-01-23T07:14:00,
2009-01-23T07:23:00,
2009-01-23T07:27:00,
2009-01-23T07:53:00,30.08
2009-01-23T08:53:00,30.08
2009-01-23T09:48:00,
2009-01-23T09:49:00,
2009-01-23T09:53:00,30.09
2009-01-23T10:09:00,
2009-01-23T10:20:00,
2009-01-23T10:36:00,
2009-01-23T10:53:00,30.06
2009-01-23T11:53:00,30.04
2009-01-23T12:12:00,
2009-01-23T12:34:00,
2009-01-23T12:53:00,30.05
2009-01-23T13:04:00,
2009-01-23T13:17:00,
2009-01-23T13:28:00,
2009-01-23T13:51:00,
2009-01-23T13:53:00,30.05
2009-01-23T14:02:00,
2009-01-23T14:28:00,
2009-01-23T14:49:00,
2009-01-23T14:53:00,30.06
2009-01-23T15:05:00,
2009-01-23T15:19:00,
2009-01-23T15:31:00,
2009-01-23T15:51:00,
2009-01-23T15:53:00,30.07
2009-01-23T16:25:00,
2009-01-23T16:36:00,
2009-01-23T16:53:00,30.08
2009-01-23T17:01:00,
2009-01-23T17:16:00,
2009-01-23T17:27:00,
2009-01-23T17:32:00,
2009-01-23T17:53:00,30.07
2009-01-23T18:01:00,
2009-01-23T18:25:00,
2009-01-23T18:43:00,
2009-01-23T18:50:00,
2009-01-23T18:53:00,30.09
2009-01-23T19:03:00,
2009-01-23T19:11:00,
2009-01-23T19:20:00,
2009-01-23T19:31:00,
2009-01-23T19:51:00,
2009-01-23T19:53:00,30.09
2009-01-23T20:05:00,
2009-01-23T20:13:00,
2009-01-23T20:22:00,
2009-01-23T20:35:00,
2009-01-23T20:43:00,
2009-01-23T20:51:00,
2009-01-23T20:53:00,30.08
2009-01-23T21:07:00,
2009-01-23T21:15:00,
2009-01-23T21:35:00,
2009-01-23T21:53:00,30.07
2009-01-23T22:10:00,
2009-01-23T22:29:00,
2009-01-23T22:42:00,
2009-01-23T22:51:00,
2009-01-23T22:53:00,30.08
2009-01-23T23:07:00,
2009-01-23T23:53:00,30.05
2009-01-23T23:59:00,
2009-01-24T00:53:00,30.05
2009-01-24T01:31:00,
2009-01-24T01:53:00,30.06
2009-01-24T02:36:00,
2009-01-24T02:53:00,30.06
2009-01-24T03:01:00,
2009-01-24T03:08:00,
2009-01-24T03:53:00,30.05
2009-01-24T04:46:00,
2009-01-24T04:51:00,
2009-01-24T04:53:00,30.05
2009-01-24T05:53:00,30.04
2009-01-24T06:53:00,30.04
2009-01-24T07:04:00,
2009-01-24T07:40:00,
2009-01-24T07:53:00,30.04
2009-01-24T08:53:00,30.04
2009-01-24T09:12:00,
2009-01-24T09:53:00,30.06
2009-01-24T10:53:00,30.06
2009-01-24T11:53:00,30.02
2009-01-24T12:51:00,
2009-01-24T12:53:00,29.99
2009-01-24T13:00:00,
2009-01-24T13:33:00,
2009-01-24T13:53:00,29.96
2009-01-24T14:06:00,
2009-01-24T14:40:00,
2009-01-24T14:51:00,
2009-01-24T14:53:00,29.97
2009-01-24T15:13:00,
2009-01-24T15:53:00,29.96
2009-01-24T16:53:00,29.95
2009-01-24T17:51:00,
2009-01-24T17:53:00,29.96
2009-01-24T18:53:00,29.96
2009-01-24T19:49:00,
2009-01-24T19:53:00,29.96
2009-01-24T19:59:00,
2009-01-24T20:03:00,
2009-01-24T20:25:00,
2009-01-24T20:39:00,
2009-01-24T20:51:00,
2009-01-24T20:53:00,29.94
2009-01-24T21:01:00,
2009-01-24T21:17:00,
2009-01-24T21:21:00,
2009-01-24T21:30:00,
2009-01-24T21:53:00,29.94
2009-01-24T22:17:00,
2009-01-24T22:24:00,
2009-01-24T22:38:00,
2009-01-24T22:53:00,29.93
2009-01-24T23:01:00,
2009-01-24T23:05:00,
2009-01-24T23:10:00,
2009-01-24T23:17:00,
2009-01-24T23:48:00,
2009-01-24T23:53:00,29.91
